Nombre,Brand,Link,price-label,price-verde,price-gris,price-rojo,SKU,Descripcion,Img
Lentejas 6 mm 1 kg,Iansa Agro,https://www.jumbo.cl/lenteja-6mm-iansagro-1kg-1883618/p,(Ref.),$1.954,,,Código: 1883618,"Lentejas 6 mm son seleccionadas manualmente para darte la mejor calidad y en su amigable envase 100% reciclable. Te las recomendamos para preparar unas deliciosas empanaditas vegetarianas de masa philo rellenas de lentejas, zapallo y curry. Formato 1 kg.",https://jumbo.vtexassets.com/arquivos/ids/470675-750-750?width=750&height=750&aspect=true
"Lentejas rojas Suk, 500 g",Suk,https://www.jumbo.cl/lentejas-suk-rojas-500-g/p,(Normal),,$2.189,,Código: 1758657,"Lentejas rojas Suk, 500 g
Lentejas que no necesitan remojo y de alto valor nutricional, teniendo el mayor ratio de proteína por caloría entre todas las legumbres. Ideal para guisos, ensaladas o para hamburguesas vegetarianas.
En 1968 Emily y Sucre, viajeros trotamundos nacidos en Palestina, llegan a Chile y abren un pequeño y auténtico local en la calle Punta Arenas del barrio Bellavista. Lo llamaron “Oriental Productos”.
Fue allí que con sus tradicionales recetas del mediterráneo e increíble pasión fueron conquistando paladar tras paladar con la preparación de dulces árabes, platos salados y la venta de ingredientes auténticos para cocinar en casa.
Esta pasión por la comida los llevó a ser pioneros en la elaboración de masa filo, dulces árabes e importaciones de granos y especias como el couscous, burgol, lentejas rojas y cúrcuma, provenientes de una cultura milenaria ¡donde lo bueno nunca pasa de moda!
Desde entonces, nos hemos dedicado a seguir trayendo lo mejor del mediterráneo a tu mesa para que vueles con tu imaginación en la cocina. Y si se te olvida el postre, ¡recuerda que lo tenemos nosotros!",https://jumbo.vtexassets.com/arquivos/ids/305458-750-750?width=750&height=750&aspect=true
Proteína de soya La Fuente Natural bolsa 300 g,La Fuente Natural,https://www.jumbo.cl/carne-de-soya-la-fuente-natural-bolsa-300-g/p,(Normal),,$2.419,,Código: 270479,"La proteína vegetal de soya es una alternativa saludable a la proteína animal con grasas saturadas y colesterol, como son las carnes rojas, embutidos, entre otros. Se obtiene mediante el proceso de extrusión de la harina desgrasada de soja obtenida principalmente como subproducto de la extracción de aceite de soja. Se utiliza en las dietas vegetarianas como aporte proteínico, y es consumida también por personas veganas.",https://jumbo.vtexassets.com/arquivos/ids/456173-750-750?width=750&height=750&aspect=true
Garbanzo sin piel bolsa 1 kg,Alto Campo,https://www.jumbo.cl/garbanzo-sin-piel-bolsa-1-kg/p,(Normal),,$2.099,,Código: 1842775,"Garbanzo libre de organismos genéticamente modificados. Su alto contenido en fibra ayuda a combatir el estreñimiento, disminuir enfermedades intestinales y saciar el apetito. Ayuda a disminuir el colesterol malo y te protege contra enfermedades cardiovasculares.",https://jumbo.vtexassets.com/arquivos/ids/356782-750-750?width=750&height=750&aspect=true
Quinoa 250 g,Banquete,https://www.jumbo.cl/quinoa-250-g/p,(Normal),,$1.989,,Código: 1808294,"Deliciosa Quinoa 250 g, perfecta para tus preparaciones favoritas. Banquete te simplifica la vida y le da sabor a tus comidas.",https://jumbo.vtexassets.com/arquivos/ids/458999-750-750?width=750&height=750&aspect=true
Maíz de curagua La Fuente Natural 500 g,La Fuente Natural,https://www.jumbo.cl/maiz-curagua-la-fuente-natural-bolsa-500-g-sin-gluten/p,(Normal),,$2.129,,Código: 271210,"El Maíz Curagua es una variedad de maíz seco que revienta con el calor, lo que hace que aumente varias veces su tamaño. Esta variedad de maíz que es consumido como Palomitas de Maíz.",https://jumbo.vtexassets.com/arquivos/ids/456174-750-750?width=750&height=750&aspect=true
Poroto español 1 kg,Cuisine & Co,https://www.jumbo.cl/poroto-espanol-1-kg-cuisine-and-co-1840319/p,(Ref.),$1.999,,,Código: 1840319,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",https://jumbo.vtexassets.com/arquivos/ids/448535-750-750?width=750&height=750&aspect=true
"Arroz Especial Miraflores Sobre 210 g, Preparado, Curry",Miraflores,https://www.jumbo.cl/arroz-especial-miraflores-sobre-210-g-preparado-curry/p,(Normal),,$749,,Código: 999954,"Arroz Especial Miraflores Sobre 210 g, Preparado, Curry
En Miraflores tenemos variadas opciones de arroz para que puedas preparar lo que quieras cuando quieras, conoce toda la variedad disponible para disfrutar del mejor arroz.
Arroz de grano largo y ancho
Disfruta del arroz más rico y consumido en Chile. Se caracteriza por su longitud, consistencia y sabor, siendo un acompañamiento ideal para todo tipo de preparaciones.
Arroz integral
Miraflores tiene para ti una nutritiva línea de arroz. Se trata del arroz Integral Miraflores, una rica manera de alimentarse saludablemente. Este arroz tiene un exquisito sabor y requiere menos tiempos de preparación, perfecto para aquellos que buscan una alimentación sana.
Arroz pregraneados
Miraflores pregraneado es de granos firmes, lo cual lo hace perfecto para cocinar de forma simple y fácil. No requiere sofreír, por lo que es de rápida cocción, pero su principal ventaja es que queda siempre graneado y exquisito
Arroz preparados
Disfruta de todo el sabor de nuestros productos preparados y experimenta la versatilidad que puedes aportar a tus preparaciones con las diferentes variedades disponibles.",https://jumbo.vtexassets.com/arquivos/ids/453271-750-750?width=750&height=750&aspect=true
"Lentejas Martini Laird, 6mm, Grado 1 Bolsa 500 g",Martini,https://www.jumbo.cl/lentejas-martini-bolsa-500-g-laird-6mm-grado-1-2/p,(Normal),,$1.499,,Código: 266318,Producto: LentejasContenido: 500 grLargo 6mmGrado 1 - Cosecha sin remojo,https://jumbo.vtexassets.com/arquivos/ids/396161-750-750?width=750&height=750&aspect=true
Arroz grado 1 grano largo y ancho 3 kg,Tucapel,https://www.jumbo.cl/arroz-grado-1-tucapel-3-kg-gran-seleccion-grano-largo-y-ancho/p,(Normal),,$3.619,,Código: 1024795,Arroz Tucapel caracterizado por su longitud consistencia y sabor. Ideal para acompañar cualquier tipo de comida. 3 kg,https://jumbo.vtexassets.com/arquivos/ids/458981-750-750?width=750&height=750&aspect=true
Polenta Italina Martini 500 g,Martini,https://www.jumbo.cl/polenta-italina-martini-500-g/p,(Normal),,$1.139,,Código: 266968,"Polenta italiana de maiz 100% natural con 6.4 % de hierro y 16% de fósforo. Siendo una buena fuente de nutrientes, proteínas y energía.",https://jumbo.vtexassets.com/arquivos/ids/291824-750-750?width=750&height=750&aspect=true
Quinoa curry champiñon 170 g,Banquete,https://www.jumbo.cl/quinoa-banquete-curry-champinon-170-g/p,(Normal),,$1.579,,Código: 1701550,"Deliciosa Quinoa curry champiñon 170 g, perfecta para tus preparaciones favoritas. Banquete te simplifica la vida y le da sabor a tus comidas.",https://jumbo.vtexassets.com/arquivos/ids/458994-750-750?width=750&height=750&aspect=true
"Arroz especial Tucapel 1 kg, grado 1, paella, grano corto",Tucapel,https://www.jumbo.cl/arroz-especial-tucapel-1-kg-grado-1-paella-grano-corto/p,(Ref.),$1.499,,,Código: 264583,"Arroz Grado 1 Tucapel especial para Paellas, con granos cortos ideal para preparar y disfrutar de un rica paella valenciana.",https://jumbo.vtexassets.com/arquivos/ids/418263-750-750?width=750&height=750&aspect=true
Arroz especial Miraflores paella 175 g,Miraflores,https://www.jumbo.cl/arroz-especial-miraflores-paella-175-g/p,(Normal),,$749,,Código: 476526,"Arroz especial Miraflores paella 175 g
En Miraflores tenemos variadas opciones de arroz para que puedas preparar lo que quieras cuando quieras, conoce toda la variedad disponible para disfrutar del mejor arroz.
Arroz de grano largo y ancho
Disfruta del arroz más rico y consumido en Chile. Se caracteriza por su longitud, consistencia y sabor, siendo un acompañamiento ideal para todo tipo de preparaciones.
Arroz integral
Miraflores tiene para ti una nutritiva línea de arroz. Se trata del arroz Integral Miraflores, una rica manera de alimentarse saludablemente. Este arroz tiene un exquisito sabor y requiere menos tiempos de preparación, perfecto para aquellos que buscan una alimentación sana.
Arroz pregraneados
Miraflores pregraneado es de granos firmes, lo cual lo hace perfecto para cocinar de forma simple y fácil. No requiere sofreír, por lo que es de rápida cocción, pero su principal ventaja es que queda siempre graneado y exquisito
Arroz preparados
Disfruta de todo el sabor de nuestros productos preparados y experimenta la versatilidad que puedes aportar a tus preparaciones con las diferentes variedades disponibles.",https://jumbo.vtexassets.com/arquivos/ids/453166-750-750?width=750&height=750&aspect=true
Porotos tórtola bolsa 1 kg,Campo Lindo,https://www.jumbo.cl/porotos-tortola-campo-lindo-bolsa-1-kg-2/p,(Normal),,$3.349,,Código: 267003,"Porotos tórtola bolsa 1 kg, es especial para que puedas preparar esos ricos platos que tanto amas. Perfecto para compartir y disfrutar una rica comida con amigos y familiares.",https://jumbo.vtexassets.com/arquivos/ids/161590-750-750?width=750&height=750&aspect=true
Porotos negros bolsa 1 kg,Banquete,https://www.jumbo.cl/porotos-negros-banquete-bolsa-1-kg-2/p,(Normal),,$2.349,,Código: 1538726,Porotos negros bolsa 1 kg. Es idóneo y apto para cualquier preparación que tengas en mente. Se caracteriza por su excelente sabor.,https://jumbo.vtexassets.com/arquivos/ids/458985-750-750?width=750&height=750&aspect=true
"Trigo Precocido Burgol Suk, grano medio,500 g",Suk,https://www.jumbo.cl/burgol-suk-500-g/p,(Normal),,$1.889,,Código: 1758658,"Trigo Precocido Burgol Suk grano medio 500 g
Trigo precocido (grano medio) de alto valor nutricional. Ideal para preparar kubbe árabe, ensaladas y guisos.
En 1968 Emily y Sucre, viajeros trotamundos nacidos en Palestina, llegan a Chile y abren un pequeño y auténtico local en la calle Punta Arenas del barrio Bellavista. Lo llamaron “Oriental Productos”.
Fue allí que con sus tradicionales recetas del mediterráneo e increíble pasión fueron conquistando paladar tras paladar con la preparación de dulces árabes, platos salados y la venta de ingredientes auténticos para cocinar en casa.
Esta pasión por la comida los llevó a ser pioneros en la elaboración de masa filo, dulces árabes e importaciones de granos y especias como el couscous, burgol, lentejas rojas y cúrcuma, provenientes de una cultura milenaria ¡donde lo bueno nunca pasa de moda!
Desde entonces, nos hemos dedicado a seguir trayendo lo mejor del mediterráneo a tu mesa para que vueles con tu imaginación en la cocina. Y si se te olvida el postre, ¡recuerda que lo tenemos nosotros!",https://jumbo.vtexassets.com/arquivos/ids/305459-750-750?width=750&height=750&aspect=true
Arroz grado 2 grano largo y ancho 1 kg,Cuisine & Co,https://www.jumbo.cl/arroz-cuisine-and-co-g2-grano-largo-ancho1kg-1888809/p,(Normal),,$1.199,,Código: 1888809,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",https://jumbo.vtexassets.com/arquivos/ids/453427-750-750?width=750&height=750&aspect=true
"Arroz Especial Tucapel Sobre 210 g, Preparado, Curry Champiñón",Tucapel,https://www.jumbo.cl/arroz-especial-tucapel-sobre-210-g-preparado-curry-champinon/p,(Normal),,$689,,Código: 498208003,"Arroz Especial Preparado Primavera Tucapel con champiñones deshidratados y curry, sin colorantes ni saborizantes artificiales.",https://jumbo.vtexassets.com/arquivos/ids/459012-750-750?width=750&height=750&aspect=true
Arvejas verdes partidas 1 kg,Cuisine & Co,https://www.jumbo.cl/arvejas-verdes-partidas-1-kg-cuisine-and-co-1840313/p,(Normal),,$1.649,,Código: 1840313,"Las arvejas verdes aportan potasio, fósforo, calcio, hierro, fibras, azúcares y proteínas. También son recomendadas para diabéticos y ayudan a eliminar el colesterol. Además, producen efectos tranquilizantes, beneficiosos para el sistema nervioso.",https://jumbo.vtexassets.com/arquivos/ids/434243-750-750?width=750&height=750&aspect=true
"Arroz especial Tucapel 400 g,  grado 1, para sushi",Tucapel,https://www.jumbo.cl/arroz-especial-tucapel-400-g-grado-1-para-sushi/p,(Normal),,$1.839,,Código: 264651,Arroz Blanco Tucapel especial para preprarar Sushi. Pequeños granos enteros y redondos ideal para hacer tus rolls y preprar un rica y deliciosa comida tradicional japonesa. Incluye algas y palitos para armar tu sushi,https://jumbo.vtexassets.com/arquivos/ids/414153-750-750?width=750&height=750&aspect=true
Lentejas rojas Martini 500 g,Martini,https://www.jumbo.cl/lentejas-rojas-martini-500-g/p,(Normal),,$2.099,,Código: 1791043,"Preparación: Cocinar las lentejas, el zapallo y el arroz en 1 1/2 litros de agua. Freír la cebolla hasta que esté dorada, agregar el tomate, aliños y sal. Luego añadir a las lentejas. Terminar con la cocción y agregar la espinaca. Reposar unos diez minutos y servir.

¿Sabías qué? El ácido fólico o Vitamina B9 es efectivo en el tratamiento de la anemia y es recomendado para mujeres embarazadas y en edad fértil.",https://jumbo.vtexassets.com/arquivos/ids/296537-750-750?width=750&height=750&aspect=true
Lentejas Peladas Martini 500 g,Martini,https://www.jumbo.cl/lentejas-peladas-martini-500-g/p,(Normal),,$1.999,,Código: 455195,Producto: Lentejas PeladasContenido: 500 grGrado 1Cosecha sin remojo,https://jumbo.vtexassets.com/arquivos/ids/291819-750-750?width=750&height=750&aspect=true
Lentejas 5 mm 1 kg,Cuisine & Co,https://www.jumbo.cl/lentejas-5-mm-1-kg-cuisine-and-co-1840315/p,(Normal),,$2.299,,Código: 1840315,"Las legumbres son uno de los platos más saludables en la alimentación actual. El poder de las lentejas te ayudará en la etapa de embarazo y también en la prevensión de la anemia, gracias a su alto contenido en hierro y ácido fólico.",https://jumbo.vtexassets.com/arquivos/ids/444465-750-750?width=750&height=750&aspect=true
Poroto rojo 1 kg,Cuisine & Co,https://www.jumbo.cl/poroto-rojo-1-kg-cuisine-and-co-1840321/p,(Ref.),$2.299,,,Código: 1840321,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",https://jumbo.vtexassets.com/arquivos/ids/448533-750-750?width=750&height=750&aspect=true
Quinoa blanca 400 g,La Poruña,https://www.jumbo.cl/quinoa-blanca-la-poruna-400g-1894734/p,(Ref.),$2.159,,,Código: 1894734,"La Quinoa es una semilla muy nutritiva que además puedes preparar recetas súper ricas y variadas. Desde una ensalada de Quinoa, hasta albóndigas, hamburguesas y risotto.",https://jumbo.vtexassets.com/arquivos/ids/463088-750-750?width=750&height=750&aspect=true
"Garbanzos Martini Bolsa 500 g, Grandes, Sin piel",Martini,https://www.jumbo.cl/garbanzos-martini-bolsa-500-g-grandes-sin-piel-2/p,(Normal),,$2.319,,Código: 265942,Producto: GarbanzosContenido: 500 grGrado 1 y sin pielCosecha sin remojo,https://jumbo.vtexassets.com/arquivos/ids/291768-750-750?width=750&height=750&aspect=true
Arroz italiano Basmati 1 kg,Scotti,https://www.jumbo.cl/arroz-basmati-scotti-1kg-1871121/p,(Normal),,$5.549,,Código: 1871121,"Basmati es uno de los arroces aromáticos más consumidos. Es de grano largo y fino, y además de su perfume que es lo que le da su nombre en hindi (Fragante o Reina de las fragancias). Se caracteriza por su delicado sabor. Es considerado el arroz de grano más largo, que, además, se duplica después de su cocción. Es ideal para acompañar un curry de verduras o de pollo, ensaladas y mariscos. Listo en 10 o 12 minutos.",https://jumbo.vtexassets.com/arquivos/ids/417370-750-750?width=750&height=750&aspect=true
Poroto negro 1 kg,Cuisine & Co,https://www.jumbo.cl/poroto-negro-1-kg-cuisine-and-co-1840320/p,(Normal),,$1.799,,Código: 1840320,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",https://jumbo.vtexassets.com/arquivos/ids/448534-750-750?width=750&height=750&aspect=true
Cous Cous 500 g,Divella,https://www.jumbo.cl/cous-cous-divella-caja-500-g-medio/p,(Normal),,$2.299,,Código: 355820,"Marca Divella trae una variedad de productos frescos y sabrosos, disfruta y lleva la verdadera pasta a tu mesa",https://jumbo.vtexassets.com/arquivos/ids/331495-750-750?width=750&height=750&aspect=true
Perlitas garbanzo Fácil 220 g,Banquete,https://www.jumbo.cl/perlitas-garbanzo-banquete-facil-220-gr-1898187/p,(Normal),,$2.299,,Código: 1898187,Los garbanzos de Banquete Fácil son ideales para una cómida rápida y sencilla de cocinar. Es un producto de receta casera y que no tiene preservantes.,https://jumbo.vtexassets.com/arquivos/ids/461123-750-750?width=750&height=750&aspect=true
Quinoa mix vegetales 170 g,Banquete,https://www.jumbo.cl/quinoa-banquete-mix-vegetales-170-g/p,(Normal),,$1.650,,Código: 1701551,"Deliciosa Quinoa mix vegetales 170 g, perfecta para tus preparaciones favoritas. Banquete te simplifica la vida y le da sabor a tus comidas.",https://jumbo.vtexassets.com/arquivos/ids/458990-750-750?width=750&height=750&aspect=true
"Sésamo Mi Tierra Bolsa 100 g, Pelado",Mi Tierra,https://www.jumbo.cl/sesamo-mi-tierra-bolsa-100-g-pelado/p,(Normal),,$1.319,,Código: 272600,"Nutritiva semilla que aporta ácidos grasos, vitaminas y minerales como calcio y hierro. Tiene un exquisito aroma que realza el sabor de tus comidas y su versatilidad permite usarlo en distintas preparaciones dulces y saladas.",https://jumbo.vtexassets.com/arquivos/ids/251468-750-750?width=750&height=750&aspect=true
Porotos Blancos Martini Bolsa 500 g,Martini,https://www.jumbo.cl/porotos-blancos-martini-bolsa-500-g-2/p,(Normal),,$2.149,,Código: 675392,Producto: Porotos BlancosContenido: 500 grGrado 1Cosecha seleccionada a mano,https://jumbo.vtexassets.com/arquivos/ids/173238-750-750?width=750&height=750&aspect=true
"Arroz Especial Tucapel Sobre 210 g, Preparado, Primavera",Tucapel,https://www.jumbo.cl/arroz-especial-tucapel-sobre-210-g-preparado-primavera/p,(Normal),,$689,,Código: 498208002,"Arroz Especial Preparado Primavera Tucapel con arvejas, zanahoria y choclo, sin colorantes ni saborizantes artificiales.",https://jumbo.vtexassets.com/arquivos/ids/459011-750-750?width=750&height=750&aspect=true
Arroz grado 2 grano largo y ancho graneado 1 kg,Tucapel,https://www.jumbo.cl/arroz-grado-2-tucapel-1-kg-graneado-grano-largo-y-ancho/p,(Normal),,$1.359,,Código: 264598,Arroz Tucapel caracterizado por su longitud consistencia y sabor. Ideal para acompañar cualquier tipo de comida.,https://jumbo.vtexassets.com/arquivos/ids/414157-750-750?width=750&height=750&aspect=true
Arroz arborio 1 kg,Scotti,https://www.jumbo.cl/arroz-arborio-scotti-1-kg-1869715/p,(Normal),,$4.449,,Código: 1869715,"Arroz de grano medio, redondo y blanquecino, posee un 18 % de amilosa (molécula del almidón) lo que le confiere la cualidad perfecta para unirse entre sí, una vez que suelta el almidón al cocinarse, se vuelve cremoso. Especial para risotto y arroz con leche.",https://jumbo.vtexassets.com/arquivos/ids/461713-750-750?width=750&height=750&aspect=true
Quínoa grano blanco 500 g,Andean Valley,https://www.jumbo.cl/quinoa-grano-blanco-andean-valley-500-g/p,(Normal),,$3.699,,,,
Arvejas partidas 1 kg,Banquete,https://www.jumbo.cl/arvejas-partidas-banquete-1-kg/p,(Normal),,$1.859,,Código: 354403,"Deliciosas Arvejas partidas 1 kg, perfectas para tus preparaciones favoritas. Banquete te simplifica la vida y le da sabor a tus comidas.",https://jumbo.vtexassets.com/arquivos/ids/459007-750-750?width=750&height=750&aspect=true
Lentejas 7 mm bolsa 1 kg,Campo Lindo,https://www.jumbo.cl/lentejas-campo-lindo-7mm-bolsa-1-kilo-2/p,(Normal),,$2.299,,Código: 266317,"Las lentejas son una saludable fuente de proteínas y energía para el organismo. También aportan abundantes minerales y proteínas. Prueba el sabor natural de Campo Lindo, por una dieta basada en legumbres.",https://jumbo.vtexassets.com/arquivos/ids/161586-750-750?width=750&height=750&aspect=true
Poroto hallado 1 kg,Cuisine & Co,https://www.jumbo.cl/poroto-hallado-1-kg-cuisine-and-co-1840318/p,(Normal),,$2.099,,Código: 1840318,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",https://jumbo.vtexassets.com/arquivos/ids/448538-750-750?width=750&height=750&aspect=true
Trigo mote 500 g,Oso,https://www.jumbo.cl/trigo-mote-oso-500-g/p,(Normal),,$1.299,,Código: 506485,"Trigo mote, ideal para un rico mote con huesillo. Oso es naturaleza para tu familia. Prueba sus productos en nuestra tienda.",https://jumbo.vtexassets.com/arquivos/ids/274540-750-750?width=750&height=750&aspect=true
Risotto Inverni a los 4 quesos 175 g,Inverni,https://www.jumbo.cl/arroz-especial-riso-inverni-175-g-en-caja-risotto-pronto-a-los-cuatro-quesos/p,(Normal),,$2.499,,Código: 1141378,"Riso Inverni es una marca con calidad y tradición que solo una empresa con 155 años de experiencia puede aportar. Los productos ofrecen un risotto cremoso, versátil y al dente, para que cualquiera pueda descubrir al chef que lleva dentro.",https://jumbo.vtexassets.com/arquivos/ids/180419-750-750?width=750&height=750&aspect=true
Arroz grado 1 extra clásico 1 kg,Tucapel,https://www.jumbo.cl/arroz-tucapel-extra-clasico-g1-1kg/p,(Normal),,$1.459,,Código: 1801357,Disfruta de esta variedad Tucapel grano corto y conoce un mundo de sabores y texturas para distintas preparaciones. Arroz grado 1 extra clásico.,https://jumbo.vtexassets.com/arquivos/ids/459000-750-750?width=750&height=750&aspect=true
Arroz Integral Miraflores 1 kg,Miraflores,https://www.jumbo.cl/arroz-integral-miraflores-1-kg-fibraplus/p,(Normal),,$1.459,,Código: 1220661,"Arroz Integral Miraflores 1 kg
En Miraflores tenemos variadas opciones de arroz para que puedas preparar lo que quieras cuando quieras, conoce toda la variedad disponible para disfrutar del mejor arroz.
Arroz de grano largo y ancho
Disfruta del arroz más rico y consumido en Chile. Se caracteriza por su longitud, consistencia y sabor, siendo un acompañamiento ideal para todo tipo de preparaciones.
Arroz integral
Miraflores tiene para ti una nutritiva línea de arroz. Se trata del arroz Integral Miraflores, una rica manera de alimentarse saludablemente. Este arroz tiene un exquisito sabor y requiere menos tiempos de preparación, perfecto para aquellos que buscan una alimentación sana.
Arroz pregraneados
Miraflores pregraneado es de granos firmes, lo cual lo hace perfecto para cocinar de forma simple y fácil. No requiere sofreír, por lo que es de rápida cocción, pero su principal ventaja es que queda siempre graneado y exquisito
Arroz preparados
Disfruta de todo el sabor de nuestros productos preparados y experimenta la versatilidad que puedes aportar a tus preparaciones con las diferentes variedades disponibles.",https://jumbo.vtexassets.com/arquivos/ids/452778-750-750?width=750&height=750&aspect=true
Chía Oso 250 g,Oso,https://www.jumbo.cl/chia-oso-250-g/p,(Normal),,$3.629,,Código: 1650298,"Chía Oso 250 g
Las semillas de chía, a diferencia de otras semillas, contienen ácidos grasos omega-3 como ácido alfa-linolénico. Este ácido graso es precursor de EPA y DHA, los cuales tienen efectos positivos sobre la función cardíaca, y también en la formación del sistema nervioso y visual.
Son ricas en fibra insoluble, este tipo de fibra es beneficiosa debido a que ayuda a acelerar el tránsito intestinal y a prevenir el estreñimiento.
También contienen flavonoides y compuestos fenólicos como la quercitina, miricetina y el kaempferol. Estas sustancias tienen propiedades antioxidantes, antinflamatorias y antitrombóticas.",https://jumbo.vtexassets.com/arquivos/ids/274228-750-750?width=750&height=750&aspect=true
Quinoa tricolor 250 g,Banquete,https://www.jumbo.cl/quinoa-banquete-tricolor-250-gr-1892615/p,(Normal),,$1.990,,Código: 1892615,"La quinoa es considerada como un ""superalimento"" gracias a sus innumerables propiedades y beneficios. Es un acompañamiento saludable para arroces, smoothies y diversos platos.",https://jumbo.vtexassets.com/arquivos/ids/459542-750-750?width=750&height=750&aspect=true
"Arroz Especial Yang's Brand 1 kg, Aroma jazmín",Yang's Brand,https://www.jumbo.cl/arroz-especial-yangs-brand-1-kg-aroma-jazmin/p,(Normal),,$3.199,,Código: 264649,"Arroz de grano largo, duplica su sabor a nuez y su característico aroma floral.Es considerado como una buena fuente de niacina, tiamina, hierro, selenio, vitamina B1y D.",https://jumbo.vtexassets.com/arquivos/ids/160584-750-750?width=750&height=750&aspect=true
Arvejas verdes bolsa 500 g,Martini,https://www.jumbo.cl/arvejas-verdes-martini-bolsa-500-g-2/p,(Ref.),$989,,,Código: 264687,"Arvejas Verdes Grado 1 en bolsa. Con 7% de calcio, 25% de hierro y antioxidantes, siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/291766-750-750?width=750&height=750&aspect=true
Porotos tórtola 500 g,Campo Lindo,https://www.jumbo.cl/porotos-tortola-campo-lindo-bolsa-500-g-2/p,(Normal),,$1.939,,Código: 1408732,"Deliciosos Porotos tórtola 500 g, especiales para tus preparaciones favoritas. De increíble sabor, ideal para compartir una rica comida.",https://jumbo.vtexassets.com/arquivos/ids/161591-750-750?width=750&height=750&aspect=true
"Lentejón Martini 7mm, Laird Grado 1 Bolsa 500 g",Martini,https://www.jumbo.cl/lentejon-martini-bolsa-500-g-7mm-laird-grado1-2/p,(Normal),,$1.499,,Código: 266319,Producto: LentejasContenido: 500 grLargo 7mmGrado 1 - Cosecha sin remojo,https://jumbo.vtexassets.com/arquivos/ids/396162-750-750?width=750&height=750&aspect=true
Semillas de girasol 125 g,La Fuente Natural,https://www.jumbo.cl/semilla-de-girasol-la-fuente-natural-bolsa-125-g/p,(Normal),,$1.779,,Código: 401544,"Por una alimentación saludable, prefiere las semillas de girasol de La Fuente Natural. Tienen un alto poder antioxidante.",https://jumbo.vtexassets.com/arquivos/ids/456181-750-750?width=750&height=750&aspect=true
Porotos Pelados Martini Bolsa 500 g,Martini,https://www.jumbo.cl/porotos-pelados-martini-bolsa-500-g-2/p,(Normal),,$2.899,,Código: 267012,Producto: Porotos PeladosContenido: 500 grGrado 1Cosecha seleccionada a mano,https://jumbo.vtexassets.com/arquivos/ids/173780-750-750?width=750&height=750&aspect=true
Perlitas porotos Fácil 220 g,Banquete,https://www.jumbo.cl/perlitas-porotos-banquete-facil-220-gr-1898186/p,(Normal),,$2.299,,Código: 1898186,Los porotos de Banquete Fácil son ideales para una cómida rápida y sencilla de cocinar. Es un producto de receta casera y que no tiene preservantes.,https://jumbo.vtexassets.com/arquivos/ids/461121-750-750?width=750&height=750&aspect=true
"Arroz Especial Tucapel Sobre 210 g, Preparado, Chaufán",Tucapel,https://www.jumbo.cl/arroz-especial-tucapel-sobre-210-g-preparado-chaufan/p,(Normal),,$689,,Código: 498208004,"Arroz Especial Preparado Primavera Tucapel Chaufán con pollo deshidratado, zanahoria y pimentón, sin colorantes ni saborizantes artificiales.",https://jumbo.vtexassets.com/arquivos/ids/459013-750-750?width=750&height=750&aspect=true
Arroz grado 2 de 1 kg,Iansa Agro,https://www.jumbo.cl/arroz-iansa-agro-g2-largo-ancho-1kg-1895404/p,(Ref.),$1.155,,,Código: 1895404,"Arroz Grado 2 de grando largo ancho, es el complemento perfecto para disfrutar tus mejores comidas con tus seres queridos. Es un producto nacional y de calidad, que viene en su amigable envase 100% reciclable. Formato 1 kg.",https://jumbo.vtexassets.com/arquivos/ids/470694-750-750?width=750&height=750&aspect=true
"Arroz Especial Inverni Caja 500 g, Arborio",Inverni,https://www.jumbo.cl/arroz-especial-inverni-caja-500-g-arborio/p,(Normal),,$2.599,,Código: 620511,"Delicioso Arroz marca Riso Inverni, ideal para hacer preparaciones como rissottos y timbales, este arroz quedará perfecto gracias a su textura y tipo de grano arborio, ahora tus comidas tendrán un toque especial",https://jumbo.vtexassets.com/arquivos/ids/173681-750-750?width=750&height=750&aspect=true
